source,metaedge,target
Disease::DOID:7693,DuG,Gene::10695
Disease::DOID:11612,DaG,Gene::259266
Anatomy::UBERON:0000057,AuG,Gene::91300
Gene::163059,Gr>G,Gene::10920
Anatomy::UBERON:0000473,AeG,Gene::158158
Gene::770,GcG,Gene::27115
Anatomy::UBERON:0002371,AdG,Gene::6447
Gene::435,Gr>G,Gene::114897
Anatomy::UBERON:0000178,AuG,Gene::100507421
Gene::7976,GcG,Gene::5010
Gene::1059,GcG,Gene::199731
Gene::581,GpBP,Biological_Process::GO:0070584
Gene::54507,GcG,Gene::386678
Anatomy::UBERON:0000473,AuG,Gene::2813
Anatomy::UBERON:0000473,AuG,Gene::2624
Gene::10795,GpBP,Biological_Process::GO:0008588
Gene::11168,GpMF,Molecular_Function::GO:0097100
Anatomy::UBERON:0002369,AuG,Gene::26054
Gene::10923,Gr>G,Gene::57209
Gene::2534,GiG,Gene::8976
Anatomy::UBERON:0001831,AeG,Gene::5591
Anatomy::UBERON:0000948,AuG,Gene::3792
Anatomy::UBERON:0001675,AdG,Gene::23576
Gene::5154,GpBP,Biological_Process::GO:0098773
Anatomy::UBERON:0000473,AuG,Gene::9962
Gene::6294,GcG,Gene::55111
Gene::7316,GiG,Gene::57678
Gene::7316,GiG,Gene::10440
Gene::7316,GiG,Gene::8882
Anatomy::UBERON:0000955,AuG,Gene::23567
Gene::5582,Gr>G,Gene::7849
Compound::DB01590,CdG,Gene::391
Anatomy::UBERON:0002081,AeG,Gene::57685
Anatomy::UBERON:0001013,AeG,Gene::140691
Gene::7316,GiG,Gene::64127
Anatomy::UBERON:0000473,AeG,Gene::9265
Disease::DOID:219,DuG,Gene::3192
Compound::DB00734,CcSE,Side_Effect::C0030297
Anatomy::UBERON:0000948,AdG,Gene::112479
Compound::DB01092,CdG,Gene::10575
Anatomy::UBERON:0000029,AdG,Gene::115294
Anatomy::UBERON:0002369,AuG,Gene::5469
Gene::7316,GiG,Gene::57680
Anatomy::UBERON:0001044,AdG,Gene::23201
Anatomy::UBERON:0002030,AdG,Gene::5269
Anatomy::UBERON:0002082,AdG,Gene::80308
Gene::11243,Gr>G,Gene::23295
Anatomy::UBERON:0000948,AeG,Gene::130589
Gene::383,Gr>G,Gene::1871
Gene::7316,GiG,Gene::9314
Gene::7529,GiG,Gene::8352
Anatomy::UBERON:0002037,AdG,Gene::84444
Anatomy::UBERON:0001969,AeG,Gene::1361
Gene::3710,GpBP,Biological_Process::GO:0050912
Gene::4069,GcG,Gene::121391
Gene::7316,GiG,Gene::23396
Anatomy::UBERON:0002081,AdG,Gene::56271
Pharmacologic_Class::N0000187061,PCiC,Compound::DB00440
Compound::DB00445,CuG,Gene::2185
Anatomy::UBERON:0002107,AdG,Gene::55071
Anatomy::UBERON:0000948,AdG,Gene::389118
Gene::3066,GpMF,Molecular_Function::GO:0031078
Anatomy::UBERON:0000948,AuG,Gene::9235
Gene::351,GiG,Gene::7528
Anatomy::UBERON:0002081,AeG,Gene::8405
Disease::DOID:1192,DlA,Anatomy::UBERON:0001756
Anatomy::UBERON:0001675,AdG,Gene::3014
Anatomy::UBERON:0002369,AuG,Gene::81545
Anatomy::UBERON:0000996,AeG,Gene::90121
Compound::DB00201,CcSE,Side_Effect::C0015544
Anatomy::UBERON:0000955,AdG,Gene::7381
Anatomy::UBERON:0002107,AdG,Gene::115727
Gene::3396,GiG,Gene::51373
Gene::983,GiG,Gene::1017
Anatomy::UBERON:0001896,AdG,Gene::64121
Gene::9968,GiG,Gene::9969
Gene::2932,GpBP,Biological_Process::GO:0036018
Anatomy::UBERON:0000997,AeG,Gene::84874
Disease::DOID:2986,DdG,Gene::64080
Anatomy::UBERON:0000473,AeG,Gene::1591
Anatomy::UBERON:0000991,AeG,Gene::113026
Anatomy::UBERON:0000473,AeG,Gene::260436
Anatomy::UBERON:0000948,AuG,Gene::26151
Anatomy::UBERON:0002369,AdG,Gene::11037
Gene::1123,Gr>G,Gene::2648
Anatomy::UBERON:0000045,AeG,Gene::23216
Gene::6772,GpBP,Biological_Process::GO:0035456
Gene::4088,GpBP,Biological_Process::GO:0031053
Gene::7316,GiG,Gene::28227
Anatomy::UBERON:0001235,AdG,Gene::22827
Anatomy::UBERON:0000473,AuG,Gene::84449
Gene::7316,GiG,Gene::80829
Anatomy::UBERON:0001675,AeG,Gene::4835
Gene::7316,GiG,Gene::440193
Gene::7316,GiG,Gene::153443
Anatomy::UBERON:0000955,AuG,Gene::5478
Gene::7316,GiG,Gene::8467
Anatomy::UBERON:0000178,AdG,Gene::5745
Anatomy::UBERON:0002371,AdG,Gene::8412
Anatomy::UBERON:0000948,AdG,Gene::474343
Anatomy::UBERON:0002107,AdG,Gene::1441
Compound::DB00917,CbG,Gene::28234
Compound::DB01181,CcSE,Side_Effect::C0015624
Anatomy::UBERON:0001225,AdG,Gene::219790
Anatomy::UBERON:0000473,AeG,Gene::8479
Anatomy::UBERON:0000007,AdG,Gene::7053
Anatomy::UBERON:0002081,AeG,Gene::2983
Gene::3297,Gr>G,Gene::1632
Gene::162972,GcG,Gene::84752
Anatomy::UBERON:0000473,AeG,Gene::113763
Gene::6774,Gr>G,Gene::8493
Anatomy::UBERON:0000473,AuG,Gene::25789
Gene::5590,Gr>G,Gene::5601
Gene::11315,GpBP,Biological_Process::GO:1903376
Anatomy::UBERON:0002048,AeG,Gene::904
Anatomy::UBERON:0002037,AdG,Gene::84056
Gene::6352,GpBP,Biological_Process::GO:0045069
Gene::30846,GcG,Gene::143879
Anatomy::UBERON:0000473,AeG,Gene::79843
Anatomy::UBERON:0001675,AdG,Gene::117155
Anatomy::UBERON:0000473,AuG,Gene::8637
Anatomy::UBERON:0002081,AuG,Gene::151903
Gene::51582,GiG,Gene::122622
Compound::DB00975,CbG,Gene::5139
Anatomy::UBERON:0002107,AeG,Gene::6541
Gene::22818,Gr>G,Gene::51226
Gene::1201,GpBP,Biological_Process::GO:0006678
Anatomy::UBERON:0000473,AuG,Gene::1030
Gene::54926,GcG,Gene::112703
Gene::7316,GiG,Gene::29946
Gene::7082,GiG,Gene::11052
Gene::55255,GcG,Gene::4636
Anatomy::UBERON:0002369,AdG,Gene::6187
Anatomy::UBERON:0000955,AuG,Gene::57402
Compound::DB00390,CuG,Gene::55802
Anatomy::UBERON:0000473,AuG,Gene::404217
Gene::55092,GiG,Gene::84867
Compound::DB01092,CuG,Gene::57018
Disease::DOID:12365,DuG,Gene::10569
Anatomy::UBERON:0000955,AeG,Gene::3601
Anatomy::UBERON:0000991,AeG,Gene::81607
Anatomy::UBERON:0000057,AuG,Gene::22823
Gene::10859,GpMF,Molecular_Function::GO:0042287
Gene::1445,GpBP,Biological_Process::GO:0042997
Anatomy::UBERON:0000991,AeG,Gene::7528
Gene::2339,GiG,Gene::8073
Gene::9451,GpBP,Biological_Process::GO:0036492
Anatomy::UBERON:0001225,AdG,Gene::100507203
Anatomy::UBERON:0000045,AeG,Gene::4900
Gene::7316,GiG,Gene::8658
Gene::8893,GpCC,Cellular_Component::GO:0005851
Anatomy::UBERON:0001013,AuG,Gene::160518
Anatomy::UBERON:0002037,AeG,Gene::155054
Disease::DOID:7148,DaG,Gene::149233
Anatomy::UBERON:0000991,AeG,Gene::339403
Gene::3087,GpBP,Biological_Process::GO:0051028
Gene::7316,GiG,Gene::10403
Gene::3516,GpBP,Biological_Process::GO:0060486
Anatomy::UBERON:0002107,AuG,Gene::91851
Gene::1958,Gr>G,Gene::5819
Compound::DB00882,CcSE,Side_Effect::C0001849
Gene::2100,Gr>G,Gene::9862
Disease::DOID:14221,DpS,Symptom::D015430
Gene::7384,GpMF,Molecular_Function::GO:0016679
Anatomy::UBERON:0000991,AeG,Gene::123096
Compound::DB00905,CcSE,Side_Effect::C0009443
Anatomy::UBERON:0002367,AeG,Gene::3234
Disease::DOID:418,DdG,Gene::91304
Gene::2255,GpBP,Biological_Process::GO:0060594
Gene::7083,GiG,Gene::445329
Anatomy::UBERON:0002369,AeG,Gene::347273
Gene::2,GiG,Gene::7001
Anatomy::UBERON:0000473,AuG,Gene::116442
Anatomy::UBERON:0001007,AeG,Gene::127124
Gene::7316,GiG,Gene::94081
Gene::5167,GpBP,Biological_Process::GO:0033865
Anatomy::UBERON:0000473,AuG,Gene::2533
Anatomy::UBERON:0000992,AeG,Gene::6173
Anatomy::UBERON:0002030,AuG,Gene::26037
Compound::DB00859,CrC,Compound::DB00133
Anatomy::UBERON:0002368,AeG,Gene::3938
Anatomy::UBERON:0002046,AeG,Gene::55212
Disease::DOID:8893,DuG,Gene::332
Gene::84874,GcG,Gene::113828
Gene::8892,Gr>G,Gene::23475
Anatomy::UBERON:0000178,AdG,Gene::340526
Compound::DB01165,CcSE,Side_Effect::C0349231
Anatomy::UBERON:0000991,AeG,Gene::79797
Anatomy::UBERON:0001235,AuG,Gene::196
Gene::4747,GpBP,Biological_Process::GO:0045109
Gene::351,GiG,Gene::27430
Gene::6708,GpCC,Cellular_Component::GO:0008091
Anatomy::UBERON:0001235,AeG,Gene::60626
Anatomy::UBERON:0002046,AuG,Gene::348094
Gene::7316,GiG,Gene::84447
Compound::DB00200,CbG,Gene::55312
Anatomy::UBERON:0000007,AdG,Gene::51667
Gene::7054,GpBP,Biological_Process::GO:0018963
Gene::351,GiG,Gene::55319
Anatomy::UBERON:0002048,AdG,Gene::3728
Anatomy::UBERON:0000948,AeG,Gene::51555
Disease::DOID:0050425,DpS,Symptom::D020181
Anatomy::UBERON:0001013,AdG,Gene::9717
Anatomy::UBERON:0002369,AuG,Gene::84419
Gene::57216,GpBP,Biological_Process::GO:0045176
Anatomy::UBERON:0000473,AuG,Gene::10241
Anatomy::UBERON:0000473,AuG,Gene::1815
Gene::7316,GiG,Gene::64755
Anatomy::UBERON:0002037,AuG,Gene::6801
Anatomy::UBERON:0002037,AeG,Gene::830
Gene::23411,Gr>G,Gene::8625
Anatomy::UBERON:0000473,AeG,Gene::8447
Gene::3557,GpBP,Biological_Process::GO:2000660
Gene::652,GpBP,Biological_Process::GO:0021978
Anatomy::UBERON:0000473,AeG,Gene::10321
Disease::DOID:5419,DaG,Gene::288
Anatomy::UBERON:0000955,AdG,Gene::9121
Gene::2255,GpBP,Biological_Process::GO:0032808
Anatomy::UBERON:0001723,AeG,Gene::84985
Compound::DB00492,CcSE,Side_Effect::C0034068
Anatomy::UBERON:0001295,AdG,Gene::25989
Gene::55748,GpBP,Biological_Process::GO:0006750
Gene::1958,GpBP,Biological_Process::GO:0072301
Anatomy::UBERON:0000473,AeG,Gene::57620
Anatomy::UBERON:0000992,AeG,Gene::4151
Anatomy::UBERON:0002369,AdG,Gene::23383
Gene::7486,Gr>G,Gene::6202
Anatomy::UBERON:0000057,AuG,Gene::10278
Anatomy::UBERON:0001044,AdG,Gene::27344
Compound::DB00188,CdG,Gene::57570
Disease::DOID:7148,DdG,Gene::3574
Gene::1875,Gr>G,Gene::28978
Anatomy::UBERON:0001013,AeG,Gene::64092
Anatomy::UBERON:0000955,AdG,Gene::9370
Gene::163486,GcG,Gene::133396
Disease::DOID:3083,DuG,Gene::118430
Gene::6659,GcG,Gene::57761
Gene::8452,GiG,Gene::29911
Gene::8626,GpBP,Biological_Process::GO:0003334
Anatomy::UBERON:0000991,AeG,Gene::1592
Compound::DB00477,CbG,Gene::801
Gene::622,GpPW,Pathway::PC7_4884
Gene::9988,Gr>G,Gene::373156
Gene::7791,GcG,Gene::3205
Anatomy::UBERON:0001017,AeG,Gene::84504
Gene::7474,GpBP,Biological_Process::GO:2000108
Anatomy::UBERON:0002369,AuG,Gene::11102
Anatomy::UBERON:0001675,AuG,Gene::2670
Gene::1874,GiG,Gene::5933
Gene::2207,GpBP,Biological_Process::GO:0002892
Anatomy::UBERON:0000955,AuG,Gene::79890
Disease::DOID:635,DdG,Gene::972
Anatomy::UBERON:0000955,AeG,Gene::10342
Gene::8804,Gr>G,Gene::55596
Gene::652,GpBP,Biological_Process::GO:0032836
Gene::7316,GiG,Gene::340061
Anatomy::UBERON:0001891,AeG,Gene::79672
Anatomy::UBERON:0002107,AdG,Gene::3172
Compound::DB08916,CuG,Gene::51171
Gene::30832,GcG,Gene::1296
Gene::25,GiG,Gene::51466
Gene::5027,GpBP,Biological_Process::GO:0080171
Anatomy::UBERON:0002107,AdG,Gene::83541
Anatomy::UBERON:0000057,AuG,Gene::8805
Gene::7316,GiG,Gene::23433
Gene::5873,Gr>G,Gene::2317
Anatomy::UBERON:0002082,AdG,Gene::3309
Gene::7879,GpBP,Biological_Process::GO:0090385
Anatomy::UBERON:0002369,AeG,Gene::150696
Gene::6185,Gr>G,Gene::10592
Gene::7316,GiG,Gene::27036
Gene::3981,GpCC,Cellular_Component::GO:0070419
Gene::6428,Gr>G,Gene::53339
Anatomy::UBERON:0000473,AeG,Gene::3929
Compound::DB00694,CdG,Gene::6166
Anatomy::UBERON:0001296,AeG,Gene::90441
Compound::DB00398,CuG,Gene::16
Gene::7316,GiG,Gene::80067
Gene::54941,GiG,Gene::255488
Gene::7316,GiG,Gene::79856
Anatomy::UBERON:0002081,AdG,Gene::256586
Gene::3952,GpBP,Biological_Process::GO:0042755
Anatomy::UBERON:0000029,AdG,Gene::64744
Anatomy::UBERON:0001831,AeG,Gene::9926
Gene::4692,GcG,Gene::778
Gene::3717,GpMF,Molecular_Function::GO:0031702
Anatomy::UBERON:0002240,AdG,Gene::5454
Disease::DOID:9970,DaG,Gene::55604
Gene::805,GiG,Gene::4215
Disease::DOID:184,DlA,Anatomy::UBERON:0001785
Gene::6097,Gr>G,Gene::9927
Compound::DB01396,CdG,Gene::79921
Gene::5295,GpMF,Molecular_Function::GO:0043548
Anatomy::UBERON:0000955,AuG,Gene::54908
Gene::386672,GcG,Gene::10154
Anatomy::UBERON:0000007,AuG,Gene::64425
Anatomy::UBERON:0002030,AdG,Gene::4907
Gene::652,GpBP,Biological_Process::GO:0061036
Anatomy::UBERON:0000057,AuG,Gene::23534
Anatomy::UBERON:0001295,AuG,Gene::80231
Gene::7316,GiG,Gene::7978
Gene::23770,GpBP,Biological_Process::GO:0000413
Gene::738,GiG,Gene::55275
Disease::DOID:10283,DaG,Gene::833
Gene::7574,GcG,Gene::5567
Disease::DOID:8778,DdG,Gene::28998
Gene::9855,GcG,Gene::9759
Compound::DB00277,CcSE,Side_Effect::C0948268
Gene::8673,GpMF,Molecular_Function::GO:0016248
Gene::7316,GiG,Gene::55799
Gene::55502,GcG,Gene::283212
Gene::7316,GiG,Gene::55827
Anatomy::UBERON:0002369,AdG,Gene::5522
Anatomy::UBERON:0000948,AdG,Gene::10479
Gene::7316,GiG,Gene::58155
Gene::7316,GiG,Gene::51428
Anatomy::UBERON:0000991,AeG,Gene::55437
Gene::10052,GpCC,Cellular_Component::GO:0005921
Gene::7805,GiG,Gene::8925
Disease::DOID:2841,DaG,Gene::23274
Compound::DB01420,CrC,Compound::DB00603
Disease::DOID:3312,DaG,Gene::91752
Anatomy::UBERON:0000473,AuG,Gene::51018
Gene::9321,GpCC,Cellular_Component::GO:0002079
Anatomy::UBERON:0000948,AdG,Gene::6863
Anatomy::UBERON:0000473,AeG,Gene::84824
Anatomy::UBERON:0002107,AdG,Gene::6483
Anatomy::UBERON:0000057,AuG,Gene::51061
Gene::1212,GpPW,Pathway::PC7_3964
Gene::284759,GcG,Gene::91056
Gene::6469,GpMF,Molecular_Function::GO:0043236
Gene::5300,Gr>G,Gene::388677
Gene::9223,GiG,Gene::9873
Anatomy::UBERON:0001017,AeG,Gene::79973
Gene::351,GiG,Gene::90480
Anatomy::UBERON:0001675,AuG,Gene::90407
Anatomy::UBERON:0002368,AeG,Gene::51201
Anatomy::UBERON:0000955,AeG,Gene::6527
Compound::DB01181,CcSE,Side_Effect::C2945586
Anatomy::UBERON:0000474,AeG,Gene::3175
Anatomy::UBERON:0000996,AeG,Gene::84912
Gene::2222,Gr>G,Gene::55270
Anatomy::UBERON:0000955,AeG,Gene::4237
Gene::399473,GcG,Gene::3299
Gene::286128,GcG,Gene::5046
Gene::9578,Gr>G,Gene::9702
Gene::85014,GcG,Gene::63910
Anatomy::UBERON:0002240,AdG,Gene::4071
Gene::7316,GiG,Gene::59350
Anatomy::UBERON:0000033,AeG,Gene::11072
Compound::DB01273,CuG,Gene::84818
Anatomy::UBERON:0000057,AuG,Gene::140838
Gene::5601,Gr>G,Gene::9141
Disease::DOID:1612,DuG,Gene::5603
Anatomy::UBERON:0002107,AdG,Gene::10050
Gene::351,GiG,Gene::27231
Disease::DOID:10283,DaG,Gene::5087
Gene::753,GcG,Gene::4832
Disease::DOID:14330,DuG,Gene::23200
Disease::DOID:9206,DuG,Gene::1719
Gene::27079,GpBP,Biological_Process::GO:0001522
Gene::5906,GiG,Gene::10411
Anatomy::UBERON:0001044,AuG,Gene::9131
Anatomy::UBERON:0000992,AeG,Gene::134218
Anatomy::UBERON:0001013,AuG,Gene::1662
Gene::139728,GcG,Gene::2565
Gene::1958,Gr>G,Gene::23262
Gene::23405,GpBP,Biological_Process::GO:0031646
Gene::6310,GiG,Gene::10084
Gene::85569,GpBP,Biological_Process::GO:0042595
Gene::118460,GcG,Gene::386683
Gene::88,GpBP,Biological_Process::GO:0031032
Gene::29882,GcG,Gene::25847
Gene::7490,GpBP,Biological_Process::GO:0060539
Anatomy::UBERON:0002369,AdG,Gene::51171
Anatomy::UBERON:0000955,AuG,Gene::57003
Gene::6223,GpBP,Biological_Process::GO:0060266
Gene::7316,GiG,Gene::51560
Anatomy::UBERON:0000991,AeG,Gene::9615
Anatomy::UBERON:0000057,AuG,Gene::57484
Compound::DB00694,CdG,Gene::10409
Compound::DB00443,CuG,Gene::29103
Anatomy::UBERON:0000473,AuG,Gene::8646
Anatomy::UBERON:0002048,AuG,Gene::26040
Anatomy::UBERON:0002037,AdG,Gene::11213
Anatomy::UBERON:0000045,AeG,Gene::114
Gene::84749,GpBP,Biological_Process::GO:0044313
Gene::3280,GpBP,Biological_Process::GO:0048715
Gene::57721,Gr>G,Gene::54849
Anatomy::UBERON:0001675,AuG,Gene::5274
Anatomy::UBERON:0000955,AeG,Gene::388630
Gene::154796,GpMF,Molecular_Function::GO:0043532
Gene::8644,GpBP,Biological_Process::GO:0016487
Gene::50836,GpMF,Molecular_Function::GO:0033038
Gene::58505,GcG,Gene::5023
Gene::7316,GiG,Gene::9167
Gene::7316,GiG,Gene::60528
Anatomy::UBERON:0000948,AeG,Gene::158219
Gene::6257,GiG,Gene::9970
Disease::DOID:1324,DuG,Gene::83746
Gene::351,GiG,Gene::2934
Gene::7316,GiG,Gene::119587
Anatomy::UBERON:0002037,AeG,Gene::6768
Anatomy::UBERON:0000178,AdG,Gene::9873
Gene::7316,GiG,Gene::81857
Gene::8986,GpMF,Molecular_Function::GO:0048273
Anatomy::UBERON:0000948,AdG,Gene::57523
Gene::10371,GpBP,Biological_Process::GO:0060384
Compound::DB01238,CcSE,Side_Effect::C0030567
Anatomy::UBERON:0001235,AuG,Gene::3915
Anatomy::UBERON:0001013,AeG,Gene::9900
Disease::DOID:5419,DdG,Gene::56934
Anatomy::UBERON:0002107,AdG,Gene::5368
Gene::7784,GpBP,Biological_Process::GO:0007343
Disease::DOID:1324,DuG,Gene::201973
Compound::DB00489,CcSE,Side_Effect::C0750194
Gene::11030,GiG,Gene::54971
Compound::DB00882,CcSE,Side_Effect::C0016242
Gene::3077,GpBP,Biological_Process::GO:0010039
Gene::87178,GpMF,Molecular_Function::GO:0008187
Gene::56904,GcG,Gene::7392
Anatomy::UBERON:0001831,AeG,Gene::26515
Compound::DB00193,CcSE,Side_Effect::C0026838
Anatomy::UBERON:0000473,AeG,Gene::53829
Anatomy::UBERON:0001135,AdG,Gene::9406
Gene::351,GiG,Gene::85480
Compound::DB00188,CcSE,Side_Effect::C0005818
Compound::DB00882,CcSE,Side_Effect::C0427564
Anatomy::UBERON:0001896,AdG,Gene::22980
Anatomy::UBERON:0002369,AuG,Gene::1387
Gene::51619,GiG,Gene::54708
Anatomy::UBERON:0000991,AeG,Gene::9543
Anatomy::UBERON:0001295,AdG,Gene::245802
Disease::DOID:7693,DuG,Gene::57498
Anatomy::UBERON:0002369,AuG,Gene::359845
Compound::DB01118,CcSE,Side_Effect::C0018188
Compound::DB00882,CcSE,Side_Effect::C0241069
Anatomy::UBERON:0002046,AdG,Gene::2039
Disease::DOID:6364,DpS,Symptom::D020886
Anatomy::UBERON:0000991,AeG,Gene::60598
Anatomy::UBERON:0000991,AeG,Gene::255104
Gene::3717,GiG,Gene::6776
Compound::DB00470,CbG,Gene::1269
Gene::22978,Gr>G,Gene::51728
Anatomy::UBERON:0000057,AuG,Gene::2185
Compound::DB00694,CuG,Gene::10554
Gene::7919,Gr>G,Gene::10181
Compound::DB00959,CcSE,Side_Effect::C1735864
Anatomy::UBERON:0000045,AeG,Gene::8927
Anatomy::UBERON:0000955,AdG,Gene::51496
Gene::801,GiG,Gene::23523
Disease::DOID:332,DdG,Gene::140578
Gene::10212,GcG,Gene::6910
Compound::DB00603,CcSE,Side_Effect::C0853662
Anatomy::UBERON:0000955,AdG,Gene::81793
Anatomy::UBERON:0001744,AeG,Gene::3440
Anatomy::UBERON:0000473,AuG,Gene::204962
Anatomy::UBERON:0000473,AdG,Gene::79742
Gene::9709,Gr>G,Gene::549
Anatomy::UBERON:0002030,AeG,Gene::4882
Anatomy::UBERON:0001013,AuG,Gene::5906
Anatomy::UBERON:0000057,AuG,Gene::50486
Compound::DB00624,CcSE,Side_Effect::C0151814
Compound::DB01229,CuG,Gene::10298
Anatomy::UBERON:0000057,AuG,Gene::64743
Compound::DB01175,CcSE,Side_Effect::C0033046
Anatomy::UBERON:0000033,AeG,Gene::7040
Gene::875,GpBP,Biological_Process::GO:0050667
Anatomy::UBERON:0002107,AdG,Gene::84236
Gene::3297,Gr>G,Gene::3177
Anatomy::UBERON:0002046,AeG,Gene::5795
Anatomy::UBERON:0001896,AdG,Gene::79077
Compound::DB00570,CdG,Gene::9868
Anatomy::UBERON:0000948,AeG,Gene::51513
Anatomy::UBERON:0000997,AdG,Gene::339324
Gene::4204,Gr>G,Gene::6576
Gene::7124,GpBP,Biological_Process::GO:0032677
Gene::7442,GpBP,Biological_Process::GO:0033198
Anatomy::UBERON:0000948,AdG,Gene::56911
Anatomy::UBERON:0002369,AuG,Gene::23133
Anatomy::UBERON:0001295,AuG,Gene::2934
Disease::DOID:2531,DaG,Gene::945
Anatomy::UBERON:0002046,AdG,Gene::81889
Anatomy::UBERON:0001044,AdG,Gene::55636
Gene::10413,GpBP,Biological_Process::GO:1902459
Anatomy::UBERON:0000473,AeG,Gene::55612
Anatomy::UBERON:0002046,AeG,Gene::51154
Gene::10398,GcG,Gene::5997
Anatomy::UBERON:0001969,AeG,Gene::64241
Anatomy::UBERON:0001013,AuG,Gene::57590
Gene::2946,Gr>G,Gene::7262
Gene::7316,GiG,Gene::64098
Anatomy::UBERON:0002037,AuG,Gene::57556
Gene::3400,GcG,Gene::2048
Disease::DOID:0050741,DuG,Gene::5547
Anatomy::UBERON:0001896,AdG,Gene::84944
Disease::DOID:7148,DuG,Gene::81030
Disease::DOID:8893,DdG,Gene::4653
Gene::84328,Gr>G,Gene::10565
Anatomy::UBERON:0001013,AuG,Gene::4705
Compound::DB06268,CcSE,Side_Effect::C0015468
Gene::7316,GiG,Gene::26953
Disease::DOID:418,DdG,Gene::2956
Compound::DB00563,CtD,Disease::DOID:7147
Gene::1389,Gr>G,Gene::5118
Anatomy::UBERON:0000007,AuG,Gene::8605
Gene::5588,GpBP,Biological_Process::GO:0051491
Anatomy::UBERON:0002450,AeG,Gene::36
Disease::DOID:13223,DuG,Gene::54716
Anatomy::UBERON:0000955,AdG,Gene::131965
Compound::DB00445,CuG,Gene::23335
Compound::DB01092,CdG,Gene::9690
Gene::90381,GcG,Gene::253935
Anatomy::UBERON:0000473,AuG,Gene::401474
Anatomy::UBERON:0000991,AeG,Gene::5814
Compound::DB00882,CcSE,Side_Effect::C1142397
Anatomy::UBERON:0000043,AeG,Gene::55330
Gene::5203,GcG,Gene::57453
Anatomy::UBERON:0000955,AuG,Gene::126006
Gene::3816,GcG,Gene::148418
Anatomy::UBERON:0002107,AdG,Gene::10272
Anatomy::UBERON:0000057,AuG,Gene::4708
Gene::7316,GiG,Gene::128312
Gene::25,GpBP,Biological_Process::GO:0090344
Gene::10498,GpBP,Biological_Process::GO:0018216
Anatomy::UBERON:0002107,AdG,Gene::30813
Compound::DB01068,CcSE,Side_Effect::C0235439
Anatomy::UBERON:0000007,AuG,Gene::4131
Anatomy::UBERON:0002046,AeG,Gene::10608
Anatomy::UBERON:0000057,AuG,Gene::84722
Gene::140803,GcG,Gene::342372
Anatomy::UBERON:0000948,AdG,Gene::9820
Gene::7316,GiG,Gene::63908
Gene::6940,GcG,Gene::83480
Anatomy::UBERON:0000473,AeG,Gene::148808
Gene::22894,GpMF,Molecular_Function::GO:0016896
Gene::4851,Gr>G,Gene::64506
Anatomy::UBERON:0002369,AdG,Gene::51409
Disease::DOID:2377,DpS,Symptom::D000381
Gene::28951,GcG,Gene::388564
Gene::7015,GpBP,Biological_Process::GO:0007004
Anatomy::UBERON:0001044,AdG,Gene::285672
Gene::8826,Gr>G,Gene::26232
Anatomy::UBERON:0001295,AuG,Gene::23362
Disease::DOID:0050156,DuG,Gene::2232
Gene::7014,GpMF,Molecular_Function::GO:0043047
Gene::6375,GpBP,Biological_Process::GO:2000503
Compound::DB00928,CuG,Gene::3475
Compound::DB00563,CdG,Gene::9212
Gene::4686,GpMF,Molecular_Function::GO:0000339
Compound::DB01238,CcSE,Side_Effect::C0030318
Anatomy::UBERON:0000997,AuG,Gene::57190
Gene::6548,GpBP,Biological_Process::GO:0086036
Gene::2885,GiG,Gene::6016
Anatomy::UBERON:0002107,AdG,Gene::8705
Compound::DB00445,CuG,Gene::51385
Gene::7746,GcG,Gene::4163
Anatomy::UBERON:0002107,AdG,Gene::142686
Gene::472,GpBP,Biological_Process::GO:0043517
Anatomy::UBERON:0002037,AuG,Gene::51747
Gene::1044,GcG,Gene::64748
Gene::140609,Gr>G,Gene::63931
Anatomy::UBERON:0000473,AeG,Gene::146845
Gene::10475,Gr>G,Gene::728498
Anatomy::UBERON:0002185,AeG,Gene::200942
Anatomy::UBERON:0000057,AuG,Gene::25771
Anatomy::UBERON:0000991,AeG,Gene::81285
Anatomy::UBERON:0000955,AuG,Gene::9627
Anatomy::UBERON:0001013,AeG,Gene::254887
Compound::DB08881,CuG,Gene::4329
Compound::DB00332,CuG,Gene::55011
Gene::8667,GiG,Gene::9960
Anatomy::UBERON:0000955,AuG,Gene::57587
Anatomy::UBERON:0001296,AeG,Gene::10186
Anatomy::UBERON:0001895,AeG,Gene::1005
Gene::1499,GpCC,Cellular_Component::GO:0005901
Disease::DOID:7148,DaG,Gene::3552
Anatomy::UBERON:0000057,AuG,Gene::26275
Anatomy::UBERON:0000996,AdG,Gene::29078
Anatomy::UBERON:0000057,AuG,Gene::6576
Gene::390154,GcG,Gene::3263
Gene::652,GpBP,Biological_Process::GO:0060272
Disease::DOID:219,DuG,Gene::201163
Gene::7316,GiG,Gene::54058
Gene::5424,Gr>G,Gene::10714
Anatomy::UBERON:0000057,AuG,Gene::5295
Anatomy::UBERON:0001896,AdG,Gene::10533
Anatomy::UBERON:0000948,AuG,Gene::51592
Anatomy::UBERON:0001013,AuG,Gene::147991
Gene::6010,GpCC,Cellular_Component::GO:0060342
Anatomy::UBERON:0000991,AeG,Gene::1208
Disease::DOID:12849,DaG,Gene::1746
Anatomy::UBERON:0000997,AuG,Gene::50865
Anatomy::UBERON:0000473,AuG,Gene::253827
Compound::DB00537,CcSE,Side_Effect::C0553698
Gene::874,Gr>G,Gene::8476
